名前	文明	種族	パワー	コスト	進化	効果	トリガー
黙示 ゲンシャコ-１	0	297,20	1500	4			1	
冥光連結 ピカガジラ	2	11,296,41	7000	7		1,3,28	1	
霊峰 メテオザ-１	3	297,65	1000	2				
腐勇 ドルマーク-２	2,3	39,297,58	2000	3		12	1	
炎機混成 ボルスレン・バスター	3	50,80,296	6000	6		3,6,28	1	
浄黒接続 ウルガーン	0	11,296,41	6500	6		3,28		
腐聖 ブラッドウ-２	0,2	10,39,297	3500	3		1,12		
悪夢 ルドバット-１	2	152,297	1000	3				
勇騎 バクアイラ-１	3	297,221	1000	2				
ボルシャック・モモキングNEX	3	50,188,293,295	9000+	6	8	3	2	
聖魔連結王 ドルファディロム	0,2,3	11,296,41	13500	8		5,6,12,28		
王来英雄 モモキングRX	3,4	188,264,293	6000	5		3,6,12		
「正義星帝」 ＜鬼羅.Star＞	0	295,58,183,293	8500	5	8	3	2	
マニフェスト ＜マルコ.Star＞	1	28,295,224,293	8000	4	8	3	2	
ゲンムエンペラー ＜デスザ.Star＞	2	282,295,148,293	12000	7	8	5	2	
ダイナボルト ＜エタフェニ.Star＞	3	295,268,4,293	12000	5	8	5	2	
ケントナーク ＜ディルガ.Star＞	4	66,188,295,293	23000	6	8	32	2	
紫天連結 ネバーシデンド	0,3	50,147,296	8000	7		1,3,12,28	2	
龍風混成 ザーディクリカ	0,1,3	11,142,296,64	6000	7		3,12,28		
神龍連結 バラデスメタル	0,2,3	147,84,296	24000	13		12,28		
極世接続 G.O.D.Z.A.	0,2,4	11,84,296	10500	9		1,3,12,28	2	
偽槍縫合 ヴィルジャベリン	1,2,4	112,296,35	15000	10		5,12,28		
斬龍電融 オロチリュウセイ	1,3,4	108,28,296	17000	8		5,6,12,28		
「正義星帝」	0	183,293	3500	3				
ネ申・マニフェスト	1	224,293	2000	3				
虚∞龍 ゲンムエンペラー	2	282,293	3000	3				
大爆龍 ダイナボルト	3	268,293	5000	4		6	2	
モモスター ケントナーク	4	188,293	4000	3		6		
凶忍連結 ヒドラサマル	0,2	12,40,296	11500	7		1,3,12,28		
悪剣連結 ダブルソード・レッド・アウゼス	2,3	50,296,41	11000	8		3,12,28	2	
魔帝連結 ガイゼキアール	0,2,3	296,41,108	9000	6		3,6,12,28		
灰燼と天門の儀式	0,2,3	0		6		12	1	
Disカルセ・ドニー	0,2,4	8,297	1000	4		6,12		
滅界の魔将バフォロメア	2	41	6000	5		3	1	
オヴ・シディア 〈サザン.Star〉	0	295,147,183,293	6000	4	8	3	2	
天紅連結 シリディアン	0	50,11,296	12000	11		1,5,28	1	
阿修羅ムカデ〈デスシラズ.Star〉	2	295,148,189,293	6000	4	8	3	2	
とこしえの超人	4	68	4000	1			1	
S・S・S	0,1,3	0		7		12	1	
Disジルコン	1,2,4	8,297	3000	3		1,12		
ドンドン火噴くナウ	1,3,4	0		5		12	1	
「火球の祈り手」&「伝承の語り部」	0	183,293	4000	4			1	
オニカマス 〈シャッフ.Star〉	1	295,158,190,293	7000	4	8	3	2	
氷砲混成 レオボルテルネ	1	50,25,296	9000	7		2,3,28	1	
黒器連結 ザマローバ	2	296,46,18	8000	6		3,9,28	1	
凶鬼31号 ボーズー	2	189,293	3000	3			1	
タンラ・チューラ	1	224,293	2000	3			1	
ドープ 〈フレイムバーン.Star〉	3	295,50,193,293	7000	4	8	3	2	
アイボー・チュリス	3	293	4000	5			1	
Disタルー	0	154,297	5000	4		33		
蟲偵電融 ゼノジェント	4	69,296,35	7000	6		3,6,28	1	
ヤッタレアリ	4	188,293	4000	3			1	
聖者 シュライ-１	0	10,297	4000	3				
検問の守り 輝羅	0	183	2000	2			1	
アブソリアス・ガード	0	0		5			1	
森海縫合 デスブレード・オリオン	1	69,296,34	7000	7		3,28		
Disペンター	1	297,33	2000	4		1		
海族 パシフィオ-１	1	297,33	1000	2				
波乗りサーファーBW	1	0		5			1	
光獅接続 シャウライガー	2	11,296,41	6000	6		3,28		
禁忌 ドルブロ-１	2	184,297	3000	5		1	1	
Disモールス	2	297,42	5000	4		33		
オモデオ・タシス	2	189	4000	4				
ドルファディロム砲	2	0		5			1	
隠れ潜む者 シードラン	1	190,293	1000	2			2	
アッポー ＜ヴァルボ.Star＞	3	295,58,193,293	6000	3	8	3		
隕襲電融 メテオスナイパー	3	50,296,35	9000	7		3,28	2	
熱血 バトクロス-１	3	143,297	4000	6			1	
Disライター	3	53,297	3000	3		6,33		
バースト・ワンショット	3	0		5			1	
バッテン ＜牙.Star＞	4	188,295,75,293	8000	5	8	3	2	
妖角縫合 グレルフィ	4	40,296,76	14000	8		5,28		
剛勇 ドングリ-１	4	297,78	2000+	4			1	
オチャメ・トラップ	4	0		5			1	
神官 フンヌ-２	0,3	16,297,64	3500	3		1,6,12		
麗姫 アントワ-２	1,3	30,54,297	3000	4		12		
鎧冑 アナリス-２	1,4	28,69,297	5000	3		12		
魂晶 リゲル-２	2,4	8,297	4000	4		6,12		
ミクセル ＜タージマル.Star＞	0	10,183,293,295	5000	3	8	1		
王機 バウラ-１	0	23,297	5500	5		1		
鍛錬の硬さ 増留	0	183,293	2500	3		1	1	
星樹 ジェイド-１	0	15,297	3500	2		1		
青守銀 ピアチェレ	0	183,293	2000	2				
Disビルパン	0	97,23,297	1500	2				
スティル・フラッシュ	0	0		3			1	
ロジック・Re:キューブ	0	0		2			1	
ウェイブ ＜クリラン.Star＞	1	295,224,35,293	4000	3	8			
未来覇王 ググッピー	1	190	3000	5		1	1	
電脳 ハルカス-１	1	297,35	2000	3				
猛菌 マリフラ-１	1	25,297	4000	2		1		
鋭鱗の剣兵 マンマサ	1	190,293	2000	2				
ゼーブ・ラーゼ	1	224,293	1000	2				
ワールド・スパイラル	1	0		3			1	
エナジー・Re:ライト	1	0		3			1	
バッシュ ＜メルニア.Star＞	2	39,295,189,293	5000	3	8	9		
傀儡 ジェニ-１	2	297,42	2000	3				
凶鬼49号 バダバーダ	2	189,293	2000	2				
凶鬼20号 オメデット	2	189,293	1000	2		9		
死の最後通牒	2	0		3			1	
ゴースト・Re:タッチ	2	0		2			1	
ゲラッチョ ＜チッチ.Star＞	3	188,295,59,293	4000	2	8			
魂具 ピライバ-１	3	53,297	3000	3				
U・S・A・BOX	3	193,293	2000+	2				
炎闘童夢	3	0		4			1	
二刀流Re:トレーニング	3	188,0		2			1	
Disエリカ	4	70,297	4000	5		33	1	
勇猛 ギガホン-１	4	297,76	3000	4				
かぐやば姫	4	188,293	3000	3				
無頼 ブロンズ-１	4	297,75	1000	3				
Disガンバ	4	297,72	4000	2		6		
英雄龍 モモキング	3	188,264	8000	5		3,6		
闇龍 ゲンムエンペラー	2	282	7000	5		1,3,9		
ブランド ＜ガイアール・ゼロ.Star＞	3	295,193,293	8000	10	8	3		
切札ジョー&ジョラゴン ー自由の物語ー	5	188,58,205	5000+	9		6	2	
切札勝太&カツキング ー熱血の物語ー	1,3,4	197,58	5000+	5		6,12	1	
切札勝舞&ボルメテウス ー決闘の物語ー	0,3	50,58	17000	16		5,6,12	2	
白騎士の聖霊王アルカディアス / 完全決闘	0	11,298	12500	6/10				
天海の精霊シリウス / W・チャージャー	0	11	12000	11/3		1,5		
ボルシャック・NEX / スーパー・スパーク	0,3	50	6000+	6(火)/5(光)		3,12	1	
革命の絆	0,3	191,147,58,153,155	8000	7		1,3,5,12	2	
原初の決闘者 アダム	1,4	97,101,84	8000	7		1,3,12		
The邪悪 寄成ギョウ	1,2,4	149	12000	11		5,12		
鬼札アバクと鬼札王国	2,3,4	261	13000	3		5,6,12		
ジョー！ジョー！友ジョー！	0,1,2,3,4	0		9		12		
浄化の精霊ウルス / 精霊・スパーク	0	11	6000	6/3		3	1	
光の兄妹 るる＆ルシファー	0	147,58,155	9000	9		1,3	2	
神の試練	1	0		5				
魔刻の騎士オルゲイト /「全員、地獄送りだ!!」	2	41	6000	7/6		3	1	
闇王ゼーロ	2	0		8				
ドギラゴン・ファイアー	3	0		10				
闘うべき時!!	3	0		8				
滅亡の光	2,3	0		9		12		
「ちくしょおおおおおおっー!!」	2,3	0		6		12		
鬼・牛次郎	1	28,2	2000	2		4		
素晴らしい犬 ワンワンワン	4	253	1111+	2				
素晴らしい犬 ワンワンワン	4	253	1111+	2				
素晴らしい犬 ワンワンワン	4	253	1111+	2				
素晴らしい犬 ワンワンワン	4	253	1111+	2				
素晴らしい犬 ワンワンワン	4	253	1111+	2				
素晴らしい犬 ワンワンワン	4	253	1111+	2				
素晴らしい犬 ワンワンワン	4	253	1111+	2				
素晴らしい犬 ワンワンワン	4	253	1111+	2				
素晴らしい犬 ワンワンワン	4	253	1111+	2				
素晴らしい犬 ワンワンワン	4	253	1111+	2				
超幽龍アブゾ・ドルバ / 切り札をねらう悪魔!!	2	44,298	11000+	6/4		3	1	
黒神龍アマデウス /「ぼくだって！決闘者なんだ」	2,4	44	15000	7(闇)/4(自然)		5,12	1	
「殺した人間の名くらい、おぼえているよ!!」	2	0		7			1	
永遠の無	2	0		5				
勝舞の機神装甲ヴァルボーグ / 火炎ヴァルバスター	3	58,298	5000+	3/2				
切札の里	3	278,0		4				
「ひっくり返したれやぁぁぁ!!」	3	0		7				
無限攻撃革命	3	0		6				
レアカードハンター ウサギ団 / ラビットハンド	2,4	191,72,109,58	6000	4(自然)/3(闇)		3,12		
だべべ村の大昆虫ギガマンティス /「虫虫大行進!!」	4	69,298	5000	4/7			1	
シビレアシダケ / インビンシブル・パワー	4	73	1000	2/13				
緑神龍ダグラドルグランR	4	66	6000	6		3	2	
オレは決闘者!!	0,3	0		3		12		
オンセン・ボイラー	1,3	0		2		12		
地底の秘境 ハムスターランド	3,4	96		3		12		
熱血の誓い	1,3,4	248,279,0		3		12		
ジョギラスタ・ガンランス	1,3,4	188,0		5		12		
夏だ！デュエル修業だ!!	1,3,4	0		3		12		
ハッピーたん	0	188,293	2000	3				
アルカディアス・モモキング 〜光丸〜	0,3	11,188,295,293	12500	6	8	5,12		
アルカディアス・モモキング	0,3	11,206,295,293	12500	6	8	5,12		
我我我ガイアール・ブランド	3	295,193,293,108	9000	8	8	3		
禁時混成王 ドキンダンテXXII	0,1,3	147,296,294	99999	9		5,12,28		
ウェイボール ＜バイロン.Star＞	1	295,224,34,293	12000	3	8	5	2	
ビシャモンス ＜ハンニバル.Star＞	2	295,41,189,293	15000	3	8	5		
ガヨウ神 ＜シューマッハ.Star＞	3	132,188,295,293	6000	4	8	3		
モンキッド ＜ライゾウ.Star＞	4	66,188,295,293	16000	7	8	5		
テラ・スザーク ＜ナーガ.Star＞	1,2	295,214,7,293	9000	5	8	3,12	2	
アアルカイト ＜ペガサ.Star＞	1,4	295,224,299,293	12000	6	8	5,12	2	
白蒼混成 B・W・M	0,1,3	50,12,296	6000+	8		3,12,28,34		
熱核連結 ガイアトム・シックス	0,2,3	143,84,296	9500	7		3,6,12,28		
砕慄接続 グレイトフル・ベン	0,2,4	100,112,296	13000	8		1,5,12,28		
悪撃縫合 ドルゲペイン	1,2,4	68,296,41	5000+	6		6,12,28	2	
偽爆電融 ゾルネードシヴァ	1,3,4	120,296,104	23000	9		12,28,32		
ギラミリオン ＜クーカイ.Star＞	0	295,19,183,293	4000	4	8		2	
煌星龍 サッヴァーク	0	205,183,293	4500	3		1	1	
R.S.S. アアルカイト	1	224,293	3000	3			1	
テ・ラ・スザーク	2	214,189,293	4000	4			1	
"罰星怒"ブランド	3	193,293	3000	2			1	
モモスター モンキッド	4	188,293	5000	4		6	1,2	
サッヴァーク ＜マン.Star＞	0,1	5,295,205,293	7500	4	8	3,12	2	
沸天混成 ジョバンセン・ガロウズ	0,1,3	23,296,104	8000+	8		5,12,28		
禁時王秘伝エンドオブランド	0,1,3	0		5		12		
聖魔王秘伝ロストパラダイスワルツ	0,2,3	0		6		12		
Disアイ・チョイス	1,2,4	99,297	3000	6		1,12		
フェイウォン ＜モーリッツ.Star＞	0	295,16,183,293	7000	4	8	3		
混成秘伝デュアルスタック	0	0		6			1	
コバンザ ＜ジャニット.Star＞	1	28,295,190,293	5000	3	8			
縫合秘伝マリススティッチ	1	0		5			1	
ジャバランガ ＜サイコ.Star＞	2	295,41,189,293	6000	5	8	3	2	
連結秘伝アンビバレンツリンク	2	0		5			1	
ゴルドーザ ＜ドラギリア.Star＞	3	295,54,193,293	7000+	5	8	3	2	
電融秘伝グリードソレノイド	3	0		6			1	
マッチョ ＜鎖風車.Star＞	4	188,295,75,293	6000+	6	8	3	2	
接続秘伝ドミニオンスパイク	4	0		5			1	
四真混成 ワーグレンツォ	0,1	112,296,89	8000	7		3,12,28	1	
双聖混成 クラウツインゼ	0,3	51,10,296	12000	8		5,6,12,28	1	
紅封混成 バルガ・アリタ	1,3	38,296,62	6000	6		3,12,28	2	
飢動混成 ガリィングマール	0,1,3	22,11,296	7500	5		1,3,12,28		
T・T・T	0,1,3	0		3		12		
調和と暴動の混乱	0,2,3	0		5		12	1	
ディスタス・ゲート	0,2,4	0		5		12	1	
Disノメノン	1,3,4	69,297	5000	3		6,12		
凍電混成 チャクラザード	0	82,99,296	6500	7		1,3,28		
霊騎 フィーク-２	0	9,297	4000	4				
「天馬の騎兵」	0	183,293	2500	3			1	
ザ・ストロング・サンダー	0	0		4			1	
ジャスティス・フォース	0	0		4			1	
尖骨縫合 アレグスカル	1	27,296,41	8000	6		3,28		
かっ飛ばす者 ラカン	1	190	3000	4				
タン・ペペン	1	224,293	2000	2				
ザ・ストロング・テレポ	1	0		5			1	
龍恐連結 ランブラグ	2	50,296,41	7000	8		3,28		
悪魔 フッシ-１	2	297,146	1000	3				
凶鬼77号 ビムナム	2	189,293	3000	2				
ザ・ストロング・ヴォイド	2	0		4			1	
勝嵐電融 トルネビウス	3	66,50,296	6000+	6		3,28		
勇騎 ギャラガ-２	3	297,58	3000	3				
ダチッコ・チュリスター	3	193,293	2000	2			1	
ザ・ストロング・ボンバー	3	0		5			1	
雷乱接続 サンダニカ	4	11,68,296	9000	7		3,28		
ブランニューいんりょ君	4	188,293	6000	5		3		
群蟲 シェルフォ-２	4	67,297	3000	3				
お口にチャックスパロウ	4	188,293	2000	2				
ザ・ストロング・モモパワー	4	188,0		3			1	
腐聖 ベガ-２	0,2	10,39,297	3000	3		1,12		
勇聖 アールイ-２	0,3	10,297,58	2000	3		6,12		
電勇 マグナス-２	1,3	297,58,35	3000	3		12		
無電 スプラ-２	1,4	297,75,35	5000	4		6,12		
腐頼 ルマウス-２	2,4	39,297,75	3000	3		12		
真古 ＜クルト.Star＞	0	295,183,20,293	3500	1	8			
「収納の達人」	0	183,293	4000	4				
よろこVIP	0	188,293	4500	3		1		
いさマーシー	0	188,293	2000	2		1	1	
輝晶 ソラレイ-１	0	297,183	1000	2				
ストップ・Re:チャージャー	0	0		4			1	
ホタッテ ＜スケル.Star＞	1	23,295,190,293	4000	2	8			
ロイヤル・カーディナル	1	30	2000+	6		1	1	
猛菌 キューティ-２	1	25,297	3000	5			1	
お宝発見！パーロックJr.	1	28	4000	3				
海郷 エマジェン-１	1	297,190	1000	2				
モクロ・モンガ	1	224,293	2000	1		1		
ブレイン・Re:チャージャー	1	0		4			1	
ジャリ ＜デスマ.Star＞	2	295,42,189,293	1000	1	8			
獣面怪人スピンクロー	2	43	2000	4			1	
戯具 グリゴマ	2	189,293	3000	3				
黒神龍クランキーヴィーン	2	44	11000	2		1	1	
闇影 バイツ-１	2	297,189	1000	2				
不死帝の黒玉 ジェット	2	124	1000	1		1		
リバース・Re:チャージャー	2	0		4			1	
クリティカル・ラブ	2	0		2			1	
ダチッコ ＜マック.Star＞	3	295,193,93,293	3000+	3	8	3		
アイアン・マーメイデン	3	188	4000	6			1	
U・S・A・SHOGI	3	193,293	3000	3				
赤い稲妻 テスタ・ロッサ	3	124	2000+	2				
爆衆 ボルカ-１	3	297,193	1000	2				
ブンブン・チュリス	3	193,293	1000	1				
クリムゾン・Re:チャージャー	3	0		4			1	
"不愛闘"倶楽部	3	0		2			1	
ソーナンデス ＜レイザー.Star＞	4	69,188,295,293	6000	3	8	3		
ラッキョウの王 ラキョニカ様	4	78	4000+	4				
Disドーン	4	68,297	12000	4		5		
アオジシ・スパイダー	4	69	2000	4			1	
巧みなアリスティー	4	188,293	3000	3				
The パーコー漢	4	188	4000	2				
大地 カママドウ-１	4	195,297	1000	2				
ライフプラン・Re:チャージャー	4	0		4			1	
20thSP じーさん	0,3	58,215	21300	10		12		
龍騎旋竜ボルシャック・バルガ	3	50,62	17000	19		5,6	2	
ボルシャック・西南・ドラゴン	3,4	66,50,88	4000	4		12		
反逆龍 5000typeR/無法頂上会談	1,3	132	12000	12(火)/3(水)		5,6,12		
勇気と知識 テスタ・ロッサ&アリス /「行くぜアリス!」「行けるわテスタ!」	1,3	132	2000	2(水)/5(火)		12	1	
熱血英雄 モモギンガ	3	143,188,295,293	9000	6	8	3	2	
モモキング -旅丸-	3,4	188,264,293	5000	4		12		
ジョリー・ザ・ジョニー・ザ・ダッシュ	4	188,259	10000	7		3,6		
白騎士の精霊ホワイト・ウィズダム	0	11	14500	11		1,5		
賢門の精霊ヘブンストライク	0	11	3500	5		1		
Dの侵略 クリム・ゾーン	3	187,0		3				
轟音 ザ・ジェットV	3	161,157	8000	8		3,6		
覇王類虹色目 イメン＝ボアロ	4	149,227	7000	7		3	2	
邪悪の面 ナム＝デッドマン	4	227	2000	5				
悪魔神バロムハデス	2	41	13000	9	8	5	2	
スクリーム・チャージャー	2	0		4				
超銀河槍 THE END	3	1,88,89		8				
ハートフ・ルピア	1,3	25,59	5000	5		6,12		
弾丸のリュウセイ・リボルバー	2,3	109,108	7000	7		3,12		
未来の法皇 ミラダンテSF	0,1	147,165,155	12500	8		5,12		
暗黒破壊神デス・フェニックス	2,3	298,84,4	9000+	4		3,12,19	2	
神滅翔天ザーク・ゼヴォル	2,3	44,59	4000	4		12		
ガル・ラガンザーク	1,2	214,189	9000	8		1,3,12		
罪無 ズゴブ垓 / 堕呪 バケドゥ	1,2	281,189,203		4(闇)/2(水)		12	1	
鬼ヶ羅刹 ジャオウガ	2,3	261,260	7000	6		3,6,12	1	
カンゴク入道	3	261,260	2000+	2				
黒智縫合 レディオブ・ローゼルド	1,2,4	125,296,44	23000	10		6,12,28,32		
真邪連結 バウ・M・ロマイオン	0,3	11,296,89	14000	8		1,5,12,28	2	
超神羅ギュンター・ペガサス	4	72,102	17000	5	8	5	2	
神羅ケンジ・キングダム	2,4	41,72,98	6000	４	8	3,12		
全虹帝 ミノガミ / ハザード・パクト	4	195	5000	5/3		6	2	
「激情の福音」	0,1	262,183,293	9000	7		1,3,12	1	
CAPTEEEN ＜ヘビポ.Star＞	0,3	11,295,267,193,293	6000	4	8	3,12	2	
ビリボー・チュリス	0,3	267,193,293	3500	4		12	1	
マニフェストⅡ世 ＜スペル.Star＞	1	295,266,224,83,293	9000	6	8	3	2	
【マニフェスト】チームウェイブを救いたい【聞け】	4	266,0		4				
ボルシャック・大和・ドラゴン/大和ザンゲキ剣	3	50,88	6000+	6/4		3,6	1	
ボルシャック・決闘・ドラゴン	3,4	50	9000+	9		3,6,12		
ネオ・ボルシャック・ドラゴン/ボルシャックゾーン	3,4	50	11000+	8(火)/2(自然)		5,12		
ボルシャック・スーパーヒーロー/超英雄タイム	3	50,109	6000	6/2		3		
ボルシャック・バトクロス	3	50	4000+	7			1	
ボルシャック・栄光・ルピア	3,4	50,59	4000	3		12		
戦武の無限皇　ジャッキー/「俺たちの夢は終わらねぇ!」	1,3	132	6000	6(水)/6(火)		3,12	1	
熱血武闘 カツキング	1,2,3	132	11000	8		3,6,12		
電脳の女王 アリス/不埒な再侵入	1,2	132	3000	3(水)/7(闇)		12	1	
裏斬の取引 パルサー	1	124,95	6000	3		31		
冥界の不死帝 ブルース/「迷いはない。俺の成すことは決まった」	2	132	13000	2/3		5	1	
灼熱の闘志 テスタ・ロッサ	1,3	132	2000	2		12		
吠えろ魂！鬼ビルダー「轟」	3	107,109,108	8000	8		3		
獣鬼クーガ	3	107,109,58	6000	7		3		
ヒツジ執事メリーさん	4	72,109	3000	3			2	
番傘の牡丹	4	75	1000	2				
禁断のモモキングダム	2,3	188,295,293,294	9999	4	8	3,12		
竜界電融 N・EXT	1,3,4	66,50,99,296	6000	7		3,6,12,28	2	
電磁 アクアン-２	1,3,4	28,297	3000	5		12	1	
歪悪接続 ヨー・バルディ	4	38,296,77	8000	6		3,28		
賢樹 エルフィ-１	4	71,297	13000	2				
妖精 アジサイ-２	1,4	70,297	2000	4		12		
勇騎 オニモエル-２	3	297,58	3000	3				
無頼 ミランダ-２	4	297,75	4000	6			1	
仙祖電融 テラスネスク	1,3	50,97,296	6000	6		1,3,12,28		
呪帝電融 カーペラー・キリテム	1,4	28,296,77	12000	8		5,6,12,28		
剣薔電融 バザガロズソール	3,4	50,296,75	9000	7		3,6,12,28	2	
無頼 ダイチ-３	1,3,4	297,75	3000	3		12	1	
禁断英雄 モモキングダムX	2,3	188,295,293,294	99999	2		5,12		
モモスター -熱丸- ＜トリプル.Star＞	3,4	188,295,293	13000+	7	8	5,12	2	
禁断竜王 Vol-Val-8	1,3,4	66,50,296,294	54321	9		5,6,12,28	2	
零獄接続王 ロマノグリラ０世	0,2,4	12,40,296,89	17000	11		5,6,12,28	2	
